confidence_level,metric_value,calculated_at,calculation_method,processing_time_ms,description,metric_factor,clip_id,type,platform,feature_value,file_name,feature_name,remarks,metric_name,calculation_timestamp,trustworthiness_values,module_name,quality_metadata
,0.6227219433031089,,trustworthiness = 0.4 * Access to Source Data + 0.4 * Certification + 0.2 * Confidence,0,,0.4 * access_to_source_data + 0.4 * certification + 0.2 * confidence,fb_post_1,quality_metric,Facebook,,c_fb_1_norm_proc.json,,,trustworthiness,2024-12-27T12:34:19.976862,,,"{'access_to_source_data': 0.2, 'certification': 0.92, 'confidence': 0.8736097165155441}"
,0.8253,,1 - avg(|T(i+1) - T(i)|),0,,,fb_post_1,quality_metric,Facebook,,c_fb_1_norm_proc.json,,,trustworthiness_path_stability,2024-12-27T13:53:17.351213,"[0.6227219433031089, 0.44800000000000006]",,
,0.7442687773212435,,credibility = 0.6 * Trustworthiness_Path_Stability + 0.4 * Trustworthiness,0,,0.6 * trustworthiness_path_stability + 0.4 * trustworthiness,fb_post_1,quality_metric,Facebook,,c_fb_1_norm_proc.json,,,credibility,2024-12-27T14:05:32.738945,,,"{'trustworthiness_path_stability': 0.8253, 'trustworthiness': 0.6227219433031089}"
1.0,,2024-12-27T12:33:07.234556,Gemini Language Model (gemini-1.5-flash),1286,Generated education based on input profile.,,fb_post_1,generated_feature,Facebook,Doctor en Medicina,c_fb_1_norm_proc.json,education,,,,,MedicalEducationModule,
0.2,,2024-12-27T12:33:08.784697,Gemini Language Model (gemini-1.5-flash),1534,Generated medicalVerifiability based on input profile.,,fb_post_1,generated_feature,Facebook,"Bajo (Cardiólogo Universitario, Director de comunicaciones SIAC y LAHRS,  drgonperez@gmail.com)",c_fb_1_norm_proc.json,medicalVerifiability,,,,,MedicalVerifiabilityModule,
0.8,,2024-12-27T12:33:10.189571,Gemini Language Model (gemini-1.5-flash),1395,Generated medical profession based on input profile.,,fb_post_1,generated_feature,Facebook,Cardiólogo,c_fb_1_norm_proc.json,profession,,,,,MedicalProfessionModule,
0.95,,2024-12-27T12:33:11.735859,Gemini Language Model (gemini-1.5-flash),1534,Generated influence based on user recommendations.,,fb_post_1,generated_feature,Facebook,"Alto, basado en múltiples recomendaciones positivas de pacientes y colegas que resaltan su experiencia y liderazgo.",c_fb_1_norm_proc.json,influence,,,,,MedicalInfluenceModule,
,0.1,,Direct mapping from MedicalVerifiabilityModule,0,,verifiability_quality,1857470966085071153,quality_metric,X,,nc_x_2_norm_proc.json,,,access_to_source_data,2024-12-27T12:34:19.981919,,,{'verifiability_quality': 0.1}
,0.0,,Certification = alpha * Education Quality + (1 - alpha) * Profession Quality,0,,alpha * Education Quality + (1 - alpha) * Profession Quality,1857470966085071153,quality_metric,X,,nc_x_2_norm_proc.json,,,certification,2024-12-27T12:34:19.985300,,,"{'education_quality': 0.0, 'profession_quality': 0.0, 'alpha': 0.6}"
,0.23484768677276466,,Confidence = 0.7 * influence + 0.30000000000000004 * Normalized Audience Size,0,,alpha * influence + (1 - alpha) * log(audience_size + 1) / log(max_audience_size + 1),1857470966085071153,quality_metric,X,,nc_x_2_norm_proc.json,,,confidence,2024-12-27T12:34:19.988626,,,"{'influence': 0.0, 'audience_size': 8205, 'normalized_audience_size': 0.7828256225758821, 'alpha': 0.7, 'max_audience_size': 100000}"
,0.08696953735455294,,trustworthiness = 0.4 * Access to Source Data + 0.4 * Certification + 0.2 * Confidence,0,,0.4 * access_to_source_data + 0.4 * certification + 0.2 * confidence,1857470966085071153,quality_metric,X,,nc_x_2_norm_proc.json,,,trustworthiness,2024-12-27T12:34:19.992236,,,"{'access_to_source_data': 0.1, 'certification': 0.0, 'confidence': 0.23484768677276466}"
,0.08696953735455294,,credibility = 0 * Trustworthiness_Path_Stability + 1 * Trustworthiness,0,,0 * trustworthiness_path_stability + 1 * trustworthiness,1857470966085071153,quality_metric,X,,nc_x_2_norm_proc.json,,trustworthiness_path_stability no encontrada; se asignó peso 0.,credibility,2024-12-27T14:05:32.744620,,,"{'trustworthiness_path_stability': 0, 'trustworthiness': 0.08696953735455294}"
0.0,,2024-12-27T12:33:13.018644,Gemini Language Model (gemini-1.5-flash),1269,Generated education based on input profile.,,1857470966085071153,generated_feature,X,Desconocido,nc_x_2_norm_proc.json,education,,,,,MedicalEducationModule,
0.1,,2024-12-27T12:33:14.456124,Gemini Language Model (gemini-1.5-flash),1429,Generated medicalVerifiability based on input profile.,,1857470966085071153,generated_feature,X,Bajo (Ninguna institución médica o universidad mencionada),nc_x_2_norm_proc.json,medicalVerifiability,,,,,MedicalVerifiabilityModule,
0.0,,2024-12-27T12:33:15.733815,Gemini Language Model (gemini-1.5-flash),1268,Generated medical profession based on input profile.,,1857470966085071153,generated_feature,X,Ninguno,nc_x_2_norm_proc.json,profession,,,,,MedicalProfessionModule,
0.0,,2024-12-27T12:33:17.033563,Gemini Language Model (gemini-1.5-flash),1291,Generated influence based on user recommendations.,,1857470966085071153,generated_feature,X,No data available,nc_x_2_norm_proc.json,influence,,,,,MedicalInfluenceModule,
,0.1,,Direct mapping from MedicalVerifiabilityModule,0,,verifiability_quality,1481773105817874,quality_metric,Facebook,,nc_fb_2_norm_proc.json,,,access_to_source_data,2024-12-27T12:34:19.996744,,,{'verifiability_quality': 0.1}
,0.2,,Certification = alpha * Education Quality + (1 - alpha) * Profession Quality,0,,alpha * Education Quality + (1 - alpha) * Profession Quality,1481773105817874,quality_metric,Facebook,,nc_fb_2_norm_proc.json,,,certification,2024-12-27T12:34:20.000096,,,"{'education_quality': 0.2, 'profession_quality': 0.2, 'alpha': 0.6}"
,0.27683090286032946,,Confidence = 0.7 * influence + 0.30000000000000004 * Normalized Audience Size,0,,alpha * influence + (1 - alpha) * log(audience_size + 1) / log(max_audience_size + 1),1481773105817874,quality_metric,Facebook,,nc_fb_2_norm_proc.json,,,confidence,2024-12-27T12:34:20.003596,,,"{'influence': 0.0, 'audience_size': 41100, 'normalized_audience_size': 0.9227696762010981, 'alpha': 0.7, 'max_audience_size': 100000}"
,0.17536618057206593,,trustworthiness = 0.4 * Access to Source Data + 0.4 * Certification + 0.2 * Confidence,0,,0.4 * access_to_source_data + 0.4 * certification + 0.2 * confidence,1481773105817874,quality_metric,Facebook,,nc_fb_2_norm_proc.json,,,trustworthiness,2024-12-27T12:34:20.007432,,,"{'access_to_source_data': 0.1, 'certification': 0.2, 'confidence': 0.27683090286032946}"
,0.17536618057206593,,credibility = 0 * Trustworthiness_Path_Stability + 1 * Trustworthiness,0,,0 * trustworthiness_path_stability + 1 * trustworthiness,1481773105817874,quality_metric,Facebook,,nc_fb_2_norm_proc.json,,trustworthiness_path_stability no encontrada; se asignó peso 0.,credibility,2024-12-27T14:05:32.748987,,,"{'trustworthiness_path_stability': 0, 'trustworthiness': 0.17536618057206593}"
0.2,,2024-12-27T12:33:18.386428,Gemini Language Model (gemini-1.5-flash),1345,Generated education based on input profile.,,1481773105817874,generated_feature,Facebook,Naturópata,nc_fb_2_norm_proc.json,education,,,,,MedicalEducationModule,
0.1,,2024-12-27T12:33:19.821502,Gemini Language Model (gemini-1.5-flash),1389,Generated medicalVerifiability based on input profile.,,1481773105817874,generated_feature,Facebook,"Baja (ninguna universidad, hospital u otra organización reconocida mencionada)",nc_fb_2_norm_proc.json,medicalVerifiability,,,,,MedicalVerifiabilityModule,
0.2,,2024-12-27T12:33:21.155907,Gemini Language Model (gemini-1.5-flash),1320,Generated medical profession based on input profile.,,1481773105817874,generated_feature,Facebook,Naturópata,nc_fb_2_norm_proc.json,profession,,,,,MedicalProfessionModule,
0.0,,2024-12-27T12:33:22.549606,Gemini Language Model (gemini-1.5-flash),1386,Generated influence based on user recommendations.,,1481773105817874,generated_feature,Facebook,Índice de influencia no disponible.,nc_fb_2_norm_proc.json,influence,,,,,MedicalInfluenceModule,
,0.6,,Direct mapping from MedicalVerifiabilityModule,0,,verifiability_quality,2598324833888368,quality_metric,Facebook,,c_fb_3_norm_proc.json,,,access_to_source_data,2024-12-27T12:34:20.011671,,,{'verifiability_quality': 0.6}
,0.96,,Certification = alpha * Education Quality + (1 - alpha) * Profession Quality,0,,alpha * Education Quality + (1 - alpha) * Profession Quality,2598324833888368,quality_metric,Facebook,,c_fb_3_norm_proc.json,,,certification,2024-12-27T12:34:20.014960,,,"{'education_quality': 1.0, 'profession_quality': 0.9, 'alpha': 0.6}"
,0.28296045594718694,,Confidence = 0.7 * influence + 0.30000000000000004 * Normalized Audience Size,0,,alpha * influence + (1 - alpha) * log(audience_size + 1) / log(max_audience_size + 1),2598324833888368,quality_metric,Facebook,,c_fb_3_norm_proc.json,,,confidence,2024-12-27T12:34:20.018264,,,"{'influence': 0.0, 'audience_size': 52000, 'normalized_audience_size': 0.9432015198239563, 'alpha': 0.7, 'max_audience_size': 100000}"
,0.6805920911894374,,trustworthiness = 0.4 * Access to Source Data + 0.4 * Certification + 0.2 * Confidence,0,,0.4 * access_to_source_data + 0.4 * certification + 0.2 * confidence,2598324833888368,quality_metric,Facebook,,c_fb_3_norm_proc.json,,,trustworthiness,2024-12-27T12:34:20.021856,,,"{'access_to_source_data': 0.6, 'certification': 0.96, 'confidence': 0.28296045594718694}"
,0.6805920911894374,,credibility = 0 * Trustworthiness_Path_Stability + 1 * Trustworthiness,0,,0 * trustworthiness_path_stability + 1 * trustworthiness,2598324833888368,quality_metric,Facebook,,c_fb_3_norm_proc.json,,trustworthiness_path_stability no encontrada; se asignó peso 0.,credibility,2024-12-27T14:05:32.753338,,,"{'trustworthiness_path_stability': 0, 'trustworthiness': 0.6805920911894374}"
1.0,,2024-12-27T12:33:23.987837,Gemini Language Model (gemini-1.5-flash),1430,Generated education based on input profile.,,2598324833888368,generated_feature,Facebook,Médico y Profesor en Medicina,c_fb_3_norm_proc.json,education,,,,,MedicalEducationModule,
0.6,,2024-12-27T12:33:25.454883,Gemini Language Model (gemini-1.5-flash),1460,Generated medicalVerifiability based on input profile.,,2598324833888368,generated_feature,Facebook,"Medio (USAL - Universidad del Salvador, Centro Médico Sala Salud, Hospital Argerich)",c_fb_3_norm_proc.json,medicalVerifiability,,,,,MedicalVerifiabilityModule,
0.9,,2024-12-27T12:33:26.793469,Gemini Language Model (gemini-1.5-flash),1328,Generated medical profession based on input profile.,,2598324833888368,generated_feature,Facebook,Cardiólogo,c_fb_3_norm_proc.json,profession,,,,,MedicalProfessionModule,
0.0,,2024-12-27T12:33:28.132373,Gemini Language Model (gemini-1.5-flash),1331,Generated influence based on user recommendations.,,2598324833888368,generated_feature,Facebook,índice no disponible,c_fb_3_norm_proc.json,influence,,,,,MedicalInfluenceModule,
,0.2,,Direct mapping from MedicalVerifiabilityModule,0,,verifiability_quality,C_dZWuTuu6T,quality_metric,Instagram,,c_in_1_norm_proc.json,,,access_to_source_data,2024-12-27T12:34:20.026246,,,{'verifiability_quality': 0.2}
,0.92,,Certification = alpha * Education Quality + (1 - alpha) * Profession Quality,0,,alpha * Education Quality + (1 - alpha) * Profession Quality,C_dZWuTuu6T,quality_metric,Instagram,,c_in_1_norm_proc.json,,,certification,2024-12-27T12:34:20.029585,,,"{'education_quality': 1.0, 'profession_quality': 0.8, 'alpha': 0.6}"
,0.0,,Confidence = 0.7 * influence + 0.30000000000000004 * Normalized Audience Size,0,,alpha * influence + (1 - alpha) * log(audience_size + 1) / log(max_audience_size + 1),C_dZWuTuu6T,quality_metric,Instagram,,c_in_1_norm_proc.json,,,confidence,2024-12-27T12:34:20.033069,,,"{'influence': 0.0, 'audience_size': 0, 'normalized_audience_size': 0.0, 'alpha': 0.7, 'max_audience_size': 100000}"
,0.44800000000000006,,trustworthiness = 0.4 * Access to Source Data + 0.4 * Certification + 0.2 * Confidence,0,,0.4 * access_to_source_data + 0.4 * certification + 0.2 * confidence,C_dZWuTuu6T,quality_metric,Instagram,,c_in_1_norm_proc.json,,,trustworthiness,2024-12-27T12:34:20.036886,,,"{'access_to_source_data': 0.2, 'certification': 0.92, 'confidence': 0.0}"
,0.44800000000000006,,credibility = 0 * Trustworthiness_Path_Stability + 1 * Trustworthiness,0,,0 * trustworthiness_path_stability + 1 * trustworthiness,C_dZWuTuu6T,quality_metric,Instagram,,c_in_1_norm_proc.json,,trustworthiness_path_stability no encontrada; se asignó peso 0.,credibility,2024-12-27T14:05:32.757686,,,"{'trustworthiness_path_stability': 0, 'trustworthiness': 0.44800000000000006}"
1.0,,2024-12-27T12:33:29.469231,Gemini Language Model (gemini-1.5-flash),1330,Generated education based on input profile.,,C_dZWuTuu6T,generated_feature,Instagram,"Médico(a), Cardiólogo",c_in_1_norm_proc.json,education,,,,,MedicalEducationModule,
0.2,,2024-12-27T12:33:30.917861,Gemini Language Model (gemini-1.5-flash),1437,Generated medicalVerifiability based on input profile.,,C_dZWuTuu6T,generated_feature,Instagram,"Bajo (SIAC y LAHRS mencionados, sin enlaces ni universidades especificadas)",c_in_1_norm_proc.json,medicalVerifiability,,,,,MedicalVerifiabilityModule,
0.8,,2024-12-27T12:33:32.238650,Gemini Language Model (gemini-1.5-flash),1314,Generated medical profession based on input profile.,,C_dZWuTuu6T,generated_feature,Instagram,Cardiólogo,c_in_1_norm_proc.json,profession,,,,,MedicalProfessionModule,
0.0,,2024-12-27T12:33:32.919825,Gemini Language Model (gemini-1.5-flash),671,Generated influence based on user recommendations.,,C_dZWuTuu6T,generated_feature,Instagram,índice de influencia no disponible,c_in_1_norm_proc.json,influence,,,,,MedicalInfluenceModule,
,0.2,,Direct mapping from MedicalVerifiabilityModule,0,,verifiability_quality,ZMkresAKX,quality_metric,TikTok,,nc_tk_1_norm_proc.json,,,access_to_source_data,2024-12-27T12:34:20.041067,,,{'verifiability_quality': 0.2}
,0.56,,Certification = alpha * Education Quality + (1 - alpha) * Profession Quality,0,,alpha * Education Quality + (1 - alpha) * Profession Quality,ZMkresAKX,quality_metric,TikTok,,nc_tk_1_norm_proc.json,,,certification,2024-12-27T12:34:20.044455,,,"{'education_quality': 0.8, 'profession_quality': 0.2, 'alpha': 0.6}"
,0.30448894130402315,,Confidence = 0.7 * influence + 0.30000000000000004 * Normalized Audience Size,0,,alpha * influence + (1 - alpha) * log(audience_size + 1) / log(max_audience_size + 1),ZMkresAKX,quality_metric,TikTok,,nc_tk_1_norm_proc.json,,,confidence,2024-12-27T12:34:20.048000,,,"{'influence': 0.0, 'audience_size': 118800, 'normalized_audience_size': 1.014963137680077, 'alpha': 0.7, 'max_audience_size': 100000}"
,0.36489778826080466,,trustworthiness = 0.4 * Access to Source Data + 0.4 * Certification + 0.2 * Confidence,0,,0.4 * access_to_source_data + 0.4 * certification + 0.2 * confidence,ZMkresAKX,quality_metric,TikTok,,nc_tk_1_norm_proc.json,,,trustworthiness,2024-12-27T12:34:20.051975,,,"{'access_to_source_data': 0.2, 'certification': 0.56, 'confidence': 0.30448894130402315}"
,0.36489778826080466,,credibility = 0 * Trustworthiness_Path_Stability + 1 * Trustworthiness,0,,0 * trustworthiness_path_stability + 1 * trustworthiness,ZMkresAKX,quality_metric,TikTok,,nc_tk_1_norm_proc.json,,trustworthiness_path_stability no encontrada; se asignó peso 0.,credibility,2024-12-27T14:05:32.762515,,,"{'trustworthiness_path_stability': 0, 'trustworthiness': 0.36489778826080466}"
0.8,,2024-12-27T12:33:34.209333,Gemini Language Model (gemini-1.5-flash),1281,Generated education based on input profile.,,ZMkresAKX,generated_feature,TikTok,Doctor,nc_tk_1_norm_proc.json,education,,,,,MedicalEducationModule,
0.2,,2024-12-27T12:33:35.890366,Gemini Language Model (gemini-1.5-flash),1669,Generated medicalVerifiability based on input profile.,,ZMkresAKX,generated_feature,TikTok,"Baja (Ninguna universidad, hospital u otra organización reconocida es mencionada en el perfil.  Solo se menciona el ""Dr. Ludwig Johnson"" sin ninguna evidencia de verificación independiente.)",nc_tk_1_norm_proc.json,medicalVerifiability,,,,,MedicalVerifiabilityModule,
0.2,,2024-12-27T12:33:37.173442,Gemini Language Model (gemini-1.5-flash),1270,Generated medical profession based on input profile.,,ZMkresAKX,generated_feature,TikTok,Doctor,nc_tk_1_norm_proc.json,profession,,,,,MedicalProfessionModule,
0.0,,2024-12-27T12:33:39.164037,Gemini Language Model (gemini-1.5-flash),1983,Generated influence based on user recommendations.,,ZMkresAKX,generated_feature,TikTok,Índice no disponible debido a la falta de recomendaciones.,nc_tk_1_norm_proc.json,influence,,,,,MedicalInfluenceModule,
,0.6,,Direct mapping from MedicalVerifiabilityModule,0,,verifiability_quality,1114755060366300,quality_metric,Facebook,,c_fb_2_norm_proc.json,,,access_to_source_data,2024-12-27T12:34:20.056295,,,{'verifiability_quality': 0.6}
,1.0,,Certification = alpha * Education Quality + (1 - alpha) * Profession Quality,0,,alpha * Education Quality + (1 - alpha) * Profession Quality,1114755060366300,quality_metric,Facebook,,c_fb_2_norm_proc.json,,,certification,2024-12-27T12:34:20.059649,,,"{'education_quality': 1.0, 'profession_quality': 1.0, 'alpha': 0.6}"
,0.22192758234454094,,Confidence = 0.7 * influence + 0.30000000000000004 * Normalized Audience Size,0,,alpha * influence + (1 - alpha) * log(audience_size + 1) / log(max_audience_size + 1),1114755060366300,quality_metric,Facebook,,c_fb_2_norm_proc.json,,,confidence,2024-12-27T12:34:20.063304,,,"{'influence': 0.0, 'audience_size': 4997, 'normalized_audience_size': 0.7397586078151364, 'alpha': 0.7, 'max_audience_size': 100000}"
,0.6843855164689082,,trustworthiness = 0.4 * Access to Source Data + 0.4 * Certification + 0.2 * Confidence,0,,0.4 * access_to_source_data + 0.4 * certification + 0.2 * confidence,1114755060366300,quality_metric,Facebook,,c_fb_2_norm_proc.json,,,trustworthiness,2024-12-27T12:34:20.067225,,,"{'access_to_source_data': 0.6, 'certification': 1.0, 'confidence': 0.22192758234454094}"
,0.6843855164689082,,credibility = 0 * Trustworthiness_Path_Stability + 1 * Trustworthiness,0,,0 * trustworthiness_path_stability + 1 * trustworthiness,1114755060366300,quality_metric,Facebook,,c_fb_2_norm_proc.json,,trustworthiness_path_stability no encontrada; se asignó peso 0.,credibility,2024-12-27T14:05:32.766838,,,"{'trustworthiness_path_stability': 0, 'trustworthiness': 0.6843855164689082}"
1.0,,2024-12-27T12:33:40.485203,Gemini Language Model (gemini-1.5-flash),1316,Generated education based on input profile.,,1114755060366300,generated_feature,Facebook,"Cardióloga, Maestría en Diabetes",c_fb_2_norm_proc.json,education,,,,,MedicalEducationModule,
0.6,,2024-12-27T12:33:42.011018,Gemini Language Model (gemini-1.5-flash),1520,Generated medicalVerifiability based on input profile.,,1114755060366300,generated_feature,Facebook,"Media (Hospital Provincial Dr René Favaloro 'In Memoriam', Facultad de Ciencias Biomédicas - Universidad Austral, U.N.R.)",c_fb_2_norm_proc.json,medicalVerifiability,,,,,MedicalVerifiabilityModule,
1.0,,2024-12-27T12:33:43.316918,Gemini Language Model (gemini-1.5-flash),1288,Generated medical profession based on input profile.,,1114755060366300,generated_feature,Facebook,Cardióloga,c_fb_2_norm_proc.json,profession,,,,,MedicalProfessionModule,
0.0,,2024-12-27T12:33:44.725659,Gemini Language Model (gemini-1.5-flash),1402,Generated influence based on user recommendations.,,1114755060366300,generated_feature,Facebook,"0, sin recomendaciones disponibles.",c_fb_2_norm_proc.json,influence,,,,,MedicalInfluenceModule,
,0.1,,Direct mapping from MedicalVerifiabilityModule,0,,verifiability_quality,1869487217728463162,quality_metric,X,,nc_x_1_norm_proc.json,,,access_to_source_data,2024-12-27T12:34:20.071445,,,{'verifiability_quality': 0.1}
,0.04000000000000001,,Certification = alpha * Education Quality + (1 - alpha) * Profession Quality,0,,alpha * Education Quality + (1 - alpha) * Profession Quality,1869487217728463162,quality_metric,X,,nc_x_1_norm_proc.json,,,certification,2024-12-27T12:34:20.074707,,,"{'education_quality': 0.0, 'profession_quality': 0.1, 'alpha': 0.6}"
,0.2704719266058046,,Confidence = 0.7 * influence + 0.30000000000000004 * Normalized Audience Size,0,,alpha * influence + (1 - alpha) * log(audience_size + 1) / log(max_audience_size + 1),1869487217728463162,quality_metric,X,,nc_x_1_norm_proc.json,,,confidence,2024-12-27T12:34:20.078260,,,"{'influence': 0.0, 'audience_size': 32200, 'normalized_audience_size': 0.9015730886860152, 'alpha': 0.7, 'max_audience_size': 100000}"
,0.11009438532116093,,trustworthiness = 0.4 * Access to Source Data + 0.4 * Certification + 0.2 * Confidence,0,,0.4 * access_to_source_data + 0.4 * certification + 0.2 * confidence,1869487217728463162,quality_metric,X,,nc_x_1_norm_proc.json,,,trustworthiness,2024-12-27T12:34:20.082197,,,"{'access_to_source_data': 0.1, 'certification': 0.04000000000000001, 'confidence': 0.2704719266058046}"
,0.11009438532116093,,credibility = 0 * Trustworthiness_Path_Stability + 1 * Trustworthiness,0,,0 * trustworthiness_path_stability + 1 * trustworthiness,1869487217728463162,quality_metric,X,,nc_x_1_norm_proc.json,,trustworthiness_path_stability no encontrada; se asignó peso 0.,credibility,2024-12-27T14:05:32.771410,,,"{'trustworthiness_path_stability': 0, 'trustworthiness': 0.11009438532116093}"
